method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
STSMOTE,5,20,0,Bot,0.9360433599350734,234,2,0.7933579331000714,671,1,0.8359537224437434,552,1,0.7706766912549916,731,1
STSMOTE,5,21,0,Bot,0.8396449699265611,542,0,0.8133131613928793,617,0,0.7980386142915875,659,0,0.8296031030652011,571,0
STSMOTE,5,22,0,Bot,0.9184123479041002,295,1,0.7765659079068734,715,2,0.7702914442139419,732,1,0.7771891550243551,714,1
STSMOTE,5,23,0,Bot,0.9574920292559512,159,1,0.9619047614049584,143,1,0.8817326868817443,414,1,0.8230353924364742,589,1
STSMOTE,5,24,0,Bot,0.9799948033448252,75,2,0.9510825977364278,182,1,0.9558275673556856,165,1,0.9727748686097948,103,1
STSMOTE,2,0,0,Brute Force -Web,0.6767895874025601,297,1,0.4078431369291605,453,0,0.5289855068560264,390,0,0.5870069601407643,356,0
STSMOTE,2,1,0,Brute Force -Web,0.3451086953656774,482,0,0.18749999982952,546,0,0.18749999982952,546,0,0.3405994547573484,484,0
STSMOTE,2,2,0,Brute Force -Web,0.5516431920792364,374,8,0.6315789469332334,327,2,0.3679999996937066,471,3,0.6527012123467627,313,2
STSMOTE,2,3,0,Brute Force -Web,0.3451086953656774,482,0,0.3405994547573484,484,0,0.3401360541367615,484,1,0.3405994547573484,484,0
STSMOTE,2,4,0,Brute Force -Web,0.4170984452616547,448,2,0.3745019917215494,468,3,0.3694779113443761,471,0,0.4119170981114091,450,4
