method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
TabSyn,2,3,0,DDOS attack-LOIC-UDP,0.674846625319216,848,0,0.4667258204048644,1202,0,0.4646823630369166,1205,0,0.950909090409632,159,3
TabSyn,2,4,0,DDOS attack-LOIC-UDP,0.6609841142411845,875,0,0.5914460280958821,1002,1,0.5310110446388626,1103,1,0.8619329383647101,417,3
TabSyn,2,5,0,DDOS attack-LOIC-UDP,0.7547713355034213,680,1,0.5446127942156419,1081,1,0.2982283462019508,1425,1,0.8726799083317771,388,3
TabSyn,2,6,0,DDOS attack-LOIC-UDP,0.646828503868828,902,0,0.2376338600657284,1495,0,0.6131621183544259,964,0,0.493461202766483,1162,0
TabSyn,2,7,0,DDOS attack-LOIC-UDP,0.7595118444673526,670,0,0.7275405002729582,740,0,0.7077727947586927,781,1,0.3288201157790818,1388,0
TabSyn,2,8,0,DDOS attack-LOIC-UDP,0.8421404677390064,469,3,0.3008849554962974,1422,0,0.0518602028806549,1682,0,0.5431578943399691,1083,2
TabSyn,2,9,0,DDOS attack-LOIC-UDP,0.7211538456919843,753,1,0.4739629299110851,1191,1,0.4813350896643709,1180,1,0.8239292993107589,516,2
TabSyn,2,10,0,DDOS attack-LOIC-UDP,0.2633165826856594,1466,0,0.2295081965179051,1504,0,0.2874132802293235,1438,0,0.2430096591660362,1489,0
TabSyn,2,11,0,DDOS attack-LOIC-UDP,0.7101827671652722,776,1,0.4281818178443975,1257,1,0.4409377814407662,1239,1,0.8734136018501857,386,3
TabSyn,2,12,0,DDOS attack-LOIC-UDP,0.8998410169923934,313,2,0.7286081523083733,736,3,0.5819672127009689,1018,2,0.8745123532131739,383,3
TabSyn,2,13,0,DDOS attack-LOIC-UDP,0.7036759185231211,790,0,0.5539748949964951,1066,0,0.5380710655960816,1092,0,0.8246091089640555,515,1
TabSyn,2,14,0,DDOS attack-LOIC-UDP,0.8845905862241875,356,2,0.5366060089167197,1094,1,0.3780487801802789,1325,1,0.702439023933765,792,1
TabSyn,2,15,0,DDOS attack-LOIC-UDP,0.493461202766483,1162,0,0.4255125281384342,1261,0,0.3542857139938503,1356,0,0.5293617017379593,1106,0
TabSyn,2,16,0,DDOS attack-LOIC-UDP,0.6447058819155524,906,0,0.4397291192953808,1241,0,0.4467415726863536,1231,0,0.4369063768630266,1245,0
TabSyn,2,17,0,DDOS attack-LOIC-UDP,0.4453441292080767,1233,0,0.4828797186850825,1178,0,0.5812807877645255,1020,0,0.4502242148973596,1226,0
TabSyn,2,18,0,DDOS attack-LOIC-UDP,0.5996758504710538,988,0,0.493461202766483,1162,0,0.369811320452937,1336,0,0.6109324754594401,968,0
TabSyn,2,19,0,DDOS attack-LOIC-UDP,0.6983050842907466,801,0,0.1800947865657904,1557,0,0.3759398493184324,1328,0,0.9188007490341152,257,3
TabSyn,2,20,0,DDOS attack-LOIC-UDP,0.8397048955549941,476,2,0.6712749611505529,854,2,0.3476599806090006,1364,2,0.896749521493091,321,3
TabSyn,2,21,0,DDOS attack-LOIC-UDP,0.8173734605283043,533,1,0.6999999995442483,797,1,0.611244979494441,967,1,0.8034602071310789,567,1
TabSyn,2,22,0,DDOS attack-LOIC-UDP,0.6148296588923224,961,0,0.4653641204240319,1204,0,0.6247512928448787,943,0,0.5405405401456355,1088,0
TabSyn,2,23,0,DDOS attack-LOIC-UDP,0.5116279065955571,1134,0,0.4073732715646286,1286,0,0.2633165826856594,1466,0,0.4795424545404274,1183,0
TabSyn,2,24,0,DDOS attack-LOIC-UDP,0.1318918917685551,1606,0,0.3025540272478297,1420,0,0.2176379575159805,1517,0,0.1479099677085293,1590,0
