method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
SMOTE,2,3,0,DDOS attack-LOIC-UDP,0.702702702246368,792,0,0.4509188701120172,1225,0,0.4326530608850386,1251,0,0.3495702002842614,1362,0
SMOTE,2,4,0,DDOS attack-LOIC-UDP,0.7759292030642192,632,1,0.6689761350428566,859,1,0.7140200813549499,768,1,0.8796116499918823,369,3
SMOTE,2,5,0,DDOS attack-LOIC-UDP,0.9194756549332306,255,3,0.814535481175752,540,1,0.2855726323769191,1440,1,0.7962447839425909,583,3
SMOTE,2,6,0,DDOS attack-LOIC-UDP,0.65994571495087,877,0,0.3296278392603885,1387,0,0.6377611347641597,919,0,0.2331288341496355,1500,0
SMOTE,2,7,0,DDOS attack-LOIC-UDP,0.7887915932168756,602,1,0.7446422080318813,703,0,0.4305177108334261,1254,0,0.6447058819155524,906,0
SMOTE,2,8,0,DDOS attack-LOIC-UDP,0.8238095233243653,517,1,0.3040706225955188,1418,1,0.1714285712716553,1566,0,0.2348136802409434,1498,1
SMOTE,2,9,0,DDOS attack-LOIC-UDP,0.7921760386407014,594,1,0.3734713073152723,1331,1,0.5822058216446768,1018,1,0.8527851453986703,442,2
SMOTE,2,10,0,DDOS attack-LOIC-UDP,0.3133235722098342,1407,0,0.2295081965179051,1504,0,0.2848635233286283,1441,0,0.2874132802293235,1438,0
SMOTE,2,11,0,DDOS attack-LOIC-UDP,0.781965480326165,618,1,0.3350986997682307,1380,1,0.6565656561238534,883,1,0.5533696103150567,1067,0
SMOTE,2,12,0,DDOS attack-LOIC-UDP,0.90994962166956,283,3,0.8667757769221224,404,3,0.8843055103019046,356,3,0.8730468745072442,387,3
SMOTE,2,13,0,DDOS attack-LOIC-UDP,0.6948640478843977,808,0,0.4761904758272444,1188,0,0.7899159659080691,600,0,0.65994571495087,877,0
SMOTE,2,14,0,DDOS attack-LOIC-UDP,0.5945506299192466,997,0,0.409383624328508,1283,1,0.6326611304484498,928,1,0.5531380749128137,1067,1
SMOTE,2,15,0,DDOS attack-LOIC-UDP,0.5939788441710402,998,0,0.4290909087534876,1256,0,0.273726273489737,1454,0,0.6911430729761597,815,1
SMOTE,2,16,0,DDOS attack-LOIC-UDP,0.6578640772279204,881,0,0.51354838671465,1131,0,0.6159391265256008,959,0,0.9089190036004734,286,3
SMOTE,2,17,0,DDOS attack-LOIC-UDP,0.5922606920470016,1001,0,0.2771684942774169,1450,0,0.5368331918167987,1094,0,0.2676691727002167,1461,0
SMOTE,2,18,0,DDOS attack-LOIC-UDP,0.6425765902939287,910,0,0.4667258204048644,1202,0,0.3025540272478297,1420,0,0.946759962993292,172,3
SMOTE,2,19,0,DDOS attack-LOIC-UDP,0.7099664049166696,777,0,0.0810660743252391,1655,0,0.3728813556284911,1332,0,0.663573085402946,870,0
SMOTE,2,20,0,DDOS attack-LOIC-UDP,0.9123468421044244,276,3,0.8758934368039176,380,2,0.4150251943558589,1275,2,0.886816719762853,349,3
SMOTE,2,21,0,DDOS attack-LOIC-UDP,0.6181527384768476,955,0,0.6129161648368505,964,1,0.4633170294346204,1207,0,0.6471048508916888,901,1
